FID,FID_1,STATION,BASIN,LONGITUDE,LATITUDE,STATION_ID,SITE,STATION__1,CRMS_SITE,PROJ_ID,BASIN_1,FLD_OFFICE,PROJ_TYPE,STATUS,DATA_TYPE,FREQUENCY,SENSOR_ENV,METHOD,Measures,FID_2,OBJECTID,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,Shape_Area,LWI_Region,Long,Lat
52,52,09,Atchafalaya,-91° 17' 14.976"",29° 28' 30.443"",AT03-09,AT03,AT03-09,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.287493448999996,29.475123099499999
53,53,10,Atchafalaya,-91° 18' 2.351"",29° 28' 25.114"",AT03-10,AT03,AT03-10,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.300653174199994,29.473642844800001
54,54,11,Atchafalaya,-91° 18' 2.717"",29° 28' 26.028"",AT03-11,AT03,AT03-11,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.300754635600001,29.473896792300000
55,55,12,Atchafalaya,-91° 18' 7.475"",29° 28' 25.764"",AT03-12,AT03,AT03-12,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.302076437699995,29.473823435600000
56,56,13,Atchafalaya,-91° 18' 7.628"",29° 28' 26.205"",AT03-13,AT03,AT03-13,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.302118868700006,29.473945791199998
57,57,14,Atchafalaya,-91° 18' 12.199"",29° 28' 23.007"",AT03-14,AT03,AT03-14,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.303388506399997,29.473057405300001
58,58,15,Atchafalaya,-91° 18' 12.737"",29° 28' 24.102"",AT03-15,AT03,AT03-15,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.303538119300001,29.473361592800000
59,59,16,Atchafalaya,-91° 18' 16.881"",29° 28' 19.371"",AT03-16,AT03,AT03-16,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.304689144799994,29.472047587300001
60,60,17,Atchafalaya,-91° 18' 18.650"",29° 28' 27.840"",AT03-17,AT03,AT03-17,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.305180422800007,29.474399898800002
61,61,18,Atchafalaya,-91° 18' 23.700"",29° 28' 20.896"",AT03-18,AT03,AT03-18,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.306583347499995,29.472470990600002
62,62,19,Atchafalaya,-91° 18' 23.020"",29° 28' 26.198"",AT03-19,AT03,AT03-19,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.306394514700003,29.473943893500000
63,63,20,Atchafalaya,-91° 18' 29.704"",29° 28' 21.630"",AT03-20,AT03,AT03-20,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.308251127000005,29.472674929499998
64,64,21,Atchafalaya,-91° 18' 31.154"",29° 28' 25.806"",AT03-21,AT03,AT03-21,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.308654008399998,29.473835032499998
65,65,22,Atchafalaya,-91° 18' 35.592"",29° 28' 22.346"",AT03-22,AT03,AT03-22,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.309886771199999,29.472873927799998
66,66,23,Atchafalaya,-91° 18' 36.816"",29° 28' 25.237"",AT03-23,AT03,AT03-23,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.310226636099998,29.473676806000000
67,67,24,Atchafalaya,-91° 18' 41.375"",29° 28' 23.029"",AT03-24,AT03,AT03-24,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.311492931700002,29.473063508700001
68,68,25,Atchafalaya,-91° 18' 44.201"",29° 28' 29.732"",AT03-25,AT03,AT03-25,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.312278014000000,29.474925501300000
69,69,26,Atchafalaya,-91° 18' 47.855"",29° 28' 23.184"",AT03-26,AT03,AT03-26,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.313292939400000,29.473106643500000
70,70,27,Atchafalaya,-91° 18' 47.105"",29° 28' 21.120"",AT03-27,AT03,AT03-27,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.313084594299994,29.472533278400000
71,71,28,Atchafalaya,-91° 18' 54.403"",29° 28' 24.558"",AT03-28,AT03,AT03-28,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.315111840200004,29.473488367200002
72,72,29,Atchafalaya,-91° 18' 52.426"",29° 28' 21.057"",AT03-29,AT03,AT03-29,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.314562703799993,29.472515918399999
73,73,30,Atchafalaya,-91° 19' 0.100"",29° 28' 24.330"",AT03-30,AT03,AT03-30,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.316694489699998,29.473424935400001
74,74,31,Atchafalaya,-91° 19' 5.631"",29° 28' 24.911"",AT03-31,AT03,AT03-31,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.318230886799995,29.473586482700000
75,75,32,Atchafalaya,-91° 19' 13.374"",29° 28' 27.031"",AT03-32,AT03,AT03-32,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.320381542999996,29.474175352800000
76,76,33,Atchafalaya,-91° 19' 13.608"",29° 28' 30.989"",AT03-33,AT03,AT03-33,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.320446556700006,29.475274762000002
77,77,34,Atchafalaya,-91° 19' 18.104"",29° 28' 24.955"",AT03-34,AT03,AT03-34,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.321695521799995,29.473598652000000
78,78,35,Atchafalaya,-91° 19' 11.900"",29° 28' 13.410"",AT03-35,AT03,AT03-35,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.319972165400003,29.470391670700000
79,79,36,Atchafalaya,-91° 19' 23.424"",29° 28' 26.232"",AT03-36,AT03,AT03-36,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.323173323899994,29.473953404800000
80,80,37,Atchafalaya,-91° 19' 19.605"",29° 28' 14.368"",AT03-37,AT03,AT03-37,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.322112613900003,29.470657798800001
81,81,40,Atchafalaya,-91° 16' 53.604"",29° 28' 37.249"",AT03-40,AT03,AT03-40,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.281556605899993,29.477013606500002
82,82,41,Atchafalaya,-91° 16' 53.764"",29° 28' 37.779"",AT03-41,AT03,AT03-41,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.281601171999995,29.477160809400001
83,83,42,Atchafalaya,-91° 16' 58.346"",29° 28' 35.459"",AT03-42,AT03,AT03-42,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.282874001699994,29.476516294100001
84,84,43,Atchafalaya,-91° 16' 58.856"",29° 28' 36.911"",AT03-43,AT03,AT03-43,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.283015440100002,29.476919652900001
85,85,44,Atchafalaya,-91° 17' 3.840"",29° 28' 32.314"",AT03-44,AT03,AT03-44,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.284400099199999,29.475642684400000
86,86,45,Atchafalaya,-91° 17' 4.313"",29° 28' 33.181"",AT03-45,AT03,AT03-45,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.284531390100000,29.475883492900000
87,87,46,Atchafalaya,-91° 17' 9.069"",29° 28' 30.895"",AT03-46,AT03,AT03-46,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.285852361899998,29.475248592000000
88,88,50,Atchafalaya,-91° 18' 2.342"",29° 28' 25.106"",AT03-50,AT03,AT03-50,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.300650634299998,29.473640556599999
89,89,51,Atchafalaya,-91° 18' 2.707"",29° 28' 26.053"",AT03-51,AT03,AT03-51,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.300751945299993,29.473903525299999
90,90,52,Atchafalaya,-91° 18' 12.244"",29° 28' 23.056"",AT03-52,AT03,AT03-52,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.303401168199997,29.473071101700000
91,91,53,Atchafalaya,-91° 18' 16.838"",29° 28' 19.330"",AT03-53,AT03,AT03-53,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.304677089699993,29.472036154600001
92,92,54,Atchafalaya,-91° 18' 18.747"",29° 28' 27.670"",AT03-54,AT03,AT03-54,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.305207629899996,29.474352873200001
93,93,55,Atchafalaya,-91° 18' 23.007"",29° 28' 26.312"",AT03-55,AT03,AT03-55,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.306390767899998,29.473975427300001
94,94,56,Atchafalaya,-91° 18' 31.045"",29° 28' 25.975"",AT03-56,AT03,AT03-56,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.308623581299997,29.473882018000001
95,95,57,Atchafalaya,-91° 18' 44.078"",29° 28' 30.006"",AT03-57,AT03,AT03-57,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.312243880500006,29.475001766300000
96,96,58,Atchafalaya,-91° 19' 18.543"",29° 28' 23.491"",AT03-58,AT03,AT03-58,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Vegetation,Variable, ,DGPS,Herbaceous Marsh Vegetation,0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.321817588599998,29.473191886700000
97,97,60,Atchafalaya,-91° 17' 1.300"",29° 28' 34.352"",AT03-60,AT03,AT03-60,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Topography (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.283694491700004,29.476208813500001
98,98,61,Atchafalaya,-91° 17' 59.041"",29° 28' 32.153"",AT03-61,AT03,AT03-61,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Topography (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.299733707900003,29.475598168600001
99,99,62,Atchafalaya,-91° 18' 55.310"",29° 28' 23.010"",AT03-62,AT03,AT03-62,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Topography (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.315363859800001,29.473058440100001
100,100,63,Atchafalaya,-91° 19' 7.812"",29° 27' 47.501"",AT03-63,AT03,AT03-63,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Topography (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.318836751800006,29.463194767000001
101,101,64,Atchafalaya,-91° 19' 30.033"",29° 28' 6.395"",AT03-64,AT03,AT03-64,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Topography (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.325009240599996,29.468442975399999
102,102,65,Atchafalaya,-91° 19' 44.470"",29° 27' 37.178"",AT03-65,AT03,AT03-65,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Topography (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.329019448599993,29.460327269099999
103,103,66,Atchafalaya,-91° 18' 51.158"",29° 28' 4.734"",AT03-66,AT03,AT03-66,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Bathymetry (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.314210431899994,29.467981756800000
104,104,67,Atchafalaya,-91° 19' 31.232"",29° 28' 14.758"",AT03-67,AT03,AT03-67,9999,"AT-0003,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Bathymetry (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.325342269100005,29.470766163499999
105,105,68,Atchafalaya,-91° 20' 10.206"",29° 27' 36.396"",AT03-68,AT03,AT03-68,9999,"AT-0003,AT-0015,TV-0054",Atchafalaya,Thibodaux,CWPPRA,Inactive,Survey,Variable, ,On Screen Digitize Using SPOT,Bathymetry (XYZ),0,1081,{76667D32-EA28-43B7-968F-7273107E9329}, , , , ,6/6/2016 0:00:00,0,1276035.659999999916181,5163.939999999999600,LA,08080101,Atchafalaya,5.483594523250000,0.483663771029000,5,-91.336168310999994,29.460110045499999
